1/1/2016 to 6/1/2017
Expense Category, Trans Date, Post Date, Merchant Name, Amount
"Miscellaneous","05/26/17","05/26/17","COMCAST/XFINITY","18.42",
"Miscellaneous","05/26/17","05/26/17","COMCAST/XFINITY","102.28",
"Miscellaneous","05/28/17","05/28/17","Audible","14.95",
"Miscellaneous","05/26/17","05/28/17","BLU*martidolce.com","227.40",
"Miscellaneous","05/26/17","05/31/17","HOMEAWAY US","-549.00",
"Work Related","01/18/16","01/19/16","VISTAPR*VistaPrint.com","53.15",
"Work Related","01/18/16","01/19/16","VISTAPR*VistaPrint.com","5.25",
"Work Related","01/18/16","01/19/16","VISTAPR*VistaPrint.com","6.00",
"Work Related","02/05/16","02/07/16","RENTALS COM","80.73",
"Work Related","02/18/16","02/19/16","CARFAX VEHICLE HIS","39.99",
"Work Related","03/16/16","03/17/16","RENTALS COM","75.98",
"Work Related","04/06/16","04/07/16","LANDLORDSTATION.COM","28.00",
"Work Related","04/12/16","04/13/16","CRAIGSLIST.ORG","50.00",
"Work Related","04/22/16","04/24/16","RENTALS COM","214.98",
"Work Related","05/03/16","05/04/16","APPFOLIO","400.00",
"Work Related","05/05/16","05/08/16","MENLOOK         4207613","149.60",
"Work Related","05/05/16","05/08/16","MENLOOK         4207613","60.05",
"Work Related","05/08/16","05/09/16","CARFAX VEHICLE HIS","39.99",
"Work Related","05/10/16","05/11/16","MENLOOK         4207613","189.86",
"Work Related","05/12/16","05/13/16","MR HANDYMAN OF FLORIDA","443.00",
"Work Related","05/13/16","05/15/16","MOLLY MAIDS OF FT MYERS","337.50",
"Work Related","05/16/16","05/17/16","VISTAPR*VistaPrint.com","18.02",
"Work Related","05/10/16","05/19/16","MENLOOK         4207613","-186.55",
"Work Related","06/01/16","06/02/16","APPFOLIO","750.00",
"Work Related","06/03/16","06/05/16","Amazon web services","79.85",
"Work Related","06/06/16","06/07/16","CRAIGSLIST.ORG","25.00",
"Work Related","06/09/16","06/10/16","MR HANDYMAN OF FLORIDA","206.00",
"Work Related","06/10/16","06/12/16","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","06/19/16","06/20/16","CRAIGSLIST.ORG","25.00",
"Work Related","06/29/16","06/30/16","PAYPAL *RENTALADS RENTA","49.00",
"Work Related","07/02/16","07/03/16","APPFOLIO","45.00",
"Work Related","07/01/16","07/03/16","CLAZ ORG INC","29.99",
"Work Related","07/04/16","07/05/16","CRAIGSLIST.ORG","25.00",
"Work Related","07/08/16","07/10/16","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","07/25/16","07/26/16","RENTALS COM","143.99",
"Work Related","08/05/16","08/07/16","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","08/09/16","08/11/16","OFFICE DEPOT #3318","160.36",
"Work Related","08/09/16","08/11/16","MHVILLAGE INC","291.23",
"Work Related","08/17/16","08/18/16","FEDEX 783841732609","23.42",
"Work Related","08/20/16","08/21/16","WPMU DEV MONTHLY PLAN","49.00",
"Work Related","08/20/16","08/21/16","RENTALS COM","179.99",
"Work Related","08/23/16","08/24/16","EB NAPLES GRANDE BEAC","199.38",
"Work Related","08/27/16","08/28/16","FEDEX 438945415","43.71",
"Work Related","08/30/16","08/30/16","LIVEPLAN","139.95",
"Work Related","08/30/16","08/31/16","HOSTGATOR.COM","279.09",
"Work Related","08/30/16","08/31/16","HOSTGATOR.COM","103.60",
"Work Related","08/30/16","08/31/16","HOSTGATOR.COM","71.98",
"Work Related","09/01/16","09/02/16","RENTALS COM","-179.99",
"Work Related","09/02/16","09/04/16","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","09/04/16","09/05/16","HOMEFINDER COM","39.00",
"Work Related","09/09/16","09/11/16","BREEZE NEWSPAPERS","125.00",
"Work Related","09/09/16","09/11/16","MHVILLAGE INC","164.37",
"Work Related","09/09/16","09/12/16","WWWUNLIMITASKCOM","74.00",
"Work Related","09/19/16","09/20/16","GOOGLE *Voice","10.00",
"Work Related","09/19/16","09/20/16","AGILECRM-8009800729","15.00",
"Work Related","09/25/16","09/26/16","WPMU DEV MONTHLY PLAN","49.00",
"Work Related","09/27/16","09/28/16","APPFOLIO","1905.00",
"Work Related","09/28/16","09/29/16","HOSTGATOR.COM","5.00",
"Work Related","09/29/16","09/30/16","DLX FOR BUSINESS","63.13",
"Work Related","10/02/16","10/03/16","GOOGLE *SVCSAPPS_rdolc","1.00",
"Work Related","10/04/16","10/05/16","GOOGLE *ADWS6926202362","17.07",
"Work Related","10/04/16","10/05/16","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","10/04/16","10/05/16","APPFOLIO","60.00",
"Work Related","10/04/16","10/05/16","HOMEFINDER COM","39.00",
"Work Related","10/09/16","10/10/16","MHVILLAGE INC","362.67",
"Work Related","10/09/16","10/12/16","WWWUNLIMITASKCOM","74.00",
"Work Related","10/25/16","10/26/16","WPMU DEV MONTHLY PLAN","49.00",
"Work Related","10/25/16","10/26/16","SVM*Terminix Intl","1216.00",
"Work Related","10/25/16","10/26/16","SVM*Terminix Intl","950.00",
"Work Related","10/25/16","10/26/16","SVM*Terminix Intl","115.54",
"Work Related","10/26/16","10/27/16","HOSTGATOR.COM","5.00",
"Work Related","10/28/16","10/30/16","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","11/01/16","11/01/16","VISTAPR*VistaPrint.com","40.71",
"Work Related","11/01/16","11/02/16","APPFOLIO","15.00",
"Work Related","11/02/16","11/03/16","GOOGLE *SVCSAPPS_rdolc","10.00",
"Work Related","11/05/16","11/06/16","WOOTHEMES.COM","249.00",
"Work Related","11/04/16","11/06/16","HOMEFINDER COM","39.00",
"Work Related","11/04/16","11/06/16","RENTALS COM","114.98",
"Work Related","11/04/16","11/06/16","BREEZE NEWSPAPERS","125.00",
"Work Related","11/04/16","11/06/16","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","11/05/16","11/07/16","WP ALL IMPORT E","199.00",
"Work Related","11/06/16","11/07/16","AMERICAN SNOWBIRD","286.15",
"Work Related","11/08/16","11/09/16","HOSTGATOR.COM","499.99",
"Work Related","11/09/16","11/10/16","MHVILLAGE INC","593.80",
"Work Related","11/11/16","11/14/16","OBSERVER MEDIA GROUP INC","194.09",
"Work Related","11/15/16","11/16/16","WOOTHEMES.COM","139.00",
"Work Related","11/19/16","11/20/16","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","11/25/16","11/27/16","WPMU DEV MONTHLY PLAN","49.00",
"Work Related","11/29/16","11/30/16","WEB CHALET","1500.00",
"Work Related","11/30/16","12/01/16","MOLLY MAIDS OF FT MYERS","262.50",
"Work Related","11/30/16","12/01/16","WEB CHALET","588.00",
"Work Related","12/01/16","12/02/16","APPFOLIO","750.00",
"Work Related","12/02/16","12/04/16","GOOGLE *SVCSAPPS_rdolc","10.00",
"Work Related","12/04/16","12/05/16","HOMEFINDER COM","39.00",
"Work Related","12/05/16","12/06/16","RENTALS COM","114.98",
"Work Related","12/09/16","12/11/16","HOSTGATOR.COM","5.00",
"Work Related","12/09/16","12/11/16","MHVILLAGE INC","500.18",
"Work Related","12/18/16","12/19/16","HOSTGATOR.COM","1361.32",
"Work Related","12/20/16","12/21/16","SVM*Terminix Intl","204.00",
"Work Related","12/21/16","12/23/16","PAYPAL *99DESIGNS","1796.00",
"Work Related","12/23/16","12/25/16","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","12/23/16","12/25/16","PAYPAL *99DESIGNS","120.00",
"Work Related","12/25/16","12/26/16","WPMU DEV MONTHLY PLAN","49.00",
"Work Related","12/29/16","12/30/16","BREEZE NEWSPAPERS","125.00",
"Work Related","12/29/16","12/30/16","MOLLY MAIDS OF FT MYERS","225.00",
"Work Related","12/29/16","12/30/16","MOLLY MAIDS OF FT MYERS","225.00",
"Work Related","12/30/16","01/01/17","MOLLY MAIDS OF FT MYERS","150.00",
"Work Related","12/30/16","01/01/17","MOLLY MAIDS OF FT MYERS","168.75",
"Work Related","12/30/16","01/01/17","MOLLY MAIDS OF FT MYERS","206.25",
"Work Related","01/01/17","01/02/17","GOOGLE *SVCSAPPS_rdolc","10.00",
"Work Related","01/04/17","01/05/17","HOMEFINDER COM","39.00",
"Work Related","01/09/17","01/10/17","MHVILLAGE INC","384.85",
"Work Related","01/10/17","01/11/17","MOLLY MAIDS OF FT MYERS","105.00",
"Work Related","01/09/17","01/11/17","HULETT ENVIRONMENTAL SERV","215.00",
"Work Related","01/10/17","01/11/17","SVM*Terminix Intl","92.46",
"Work Related","01/16/17","01/17/17","MOLLY MAID OF SARASOTA M","428.50",
"Work Related","01/17/17","01/18/17","WHITEPAGES PREMIUM","19.95",
"Work Related","01/17/17","01/19/17","HULETT ENVIRONMENTAL SERV","145.00",
"Work Related","01/24/17","01/25/17","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","01/27/17","01/29/17","BREEZE NEWSPAPERS","125.00",
"Work Related","01/30/17","02/01/17","HULETT ENVIRONMENTAL SERV","145.00",
"Work Related","02/01/17","02/02/17","GOOGLE *SVCSAPPS_rdolc","10.00",
"Work Related","02/04/17","02/05/17","WEB CHALET","250.00",
"Work Related","02/04/17","02/05/17","HOMEFINDER COM","39.00",
"Work Related","02/05/17","02/06/17","CRAIGSLIST.ORG","25.00",
"Work Related","02/06/17","02/08/17","MAIDPRO OF NAPLES","251.00",
"Work Related","02/09/17","02/10/17","MHVILLAGE INC","379.80",
"Work Related","02/14/17","02/15/17","WHITEPAGES PREMIUM","19.95",
"Work Related","02/13/17","02/15/17","MAIDPRO OF NAPLES","345.00",
"Work Related","02/21/17","02/22/17","BREEZE NEWSPAPERS","125.00",
"Work Related","02/22/17","02/24/17","MAIDPRO OF NAPLES","171.00",
"Work Related","02/22/17","02/24/17","HULETT ENVIRONMENTAL SERV","215.00",
"Work Related","02/24/17","02/26/17","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","02/23/17","02/26/17","HULETT ENVIRONMENTAL SERV","215.00",
"Work Related","02/28/17","03/01/17","WEB CHALET","10.00",
"Work Related","02/28/17","03/02/17","MAIDPRO OF NAPLES","251.00",
"Work Related","03/02/17","03/03/17","GOOGLE *SVCSAPPS_rdolc","12.50",
"Work Related","03/02/17","03/05/17","MAIDPRO OF NAPLES","186.82",
"Work Related","03/08/17","03/09/17","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","03/09/17","03/10/17","HOMEFINDER COM","39.00",
"Work Related","03/09/17","03/10/17","MHVILLAGE INC","605.64",
"Work Related","03/13/17","03/14/17","MAILCHIMP","10.00",
"Work Related","03/14/17","03/15/17","WHITEPAGES PREMIUM","19.95",
"Work Related","03/16/17","03/16/17","VISTAPR*VistaPrint.com","50.93",
"Work Related","03/21/17","03/22/17","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","03/23/17","03/24/17","BREEZE NEWSPAPERS","125.00",
"Work Related","03/26/17","03/27/17","WPMU DEV MONTHLY PLAN","49.00",
"Work Related","03/27/17","03/28/17","APPFOLIO","750.00",
"Work Related","03/27/17","03/28/17","VISTAPR*VistaPrint.com","67.99",
"Work Related","03/28/17","03/30/17","MAIDPRO OF NAPLES","136.00",
"Work Related","03/30/17","03/31/17","AMZ*wpbookingsystem","34.00",
"Work Related","03/30/17","04/02/17","MAIDPRO OF NAPLES","136.00",
"Work Related","03/31/17","04/03/17","MAIDPRO OF NAPLES","136.00",
"Work Related","04/02/17","04/03/17","GOOGLE *SVCSAPPS_rdolc","20.00",
"Work Related","03/31/17","04/03/17","MAIDPRO OF NAPLES","136.00",
"Work Related","04/04/17","04/05/17","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","04/03/17","04/05/17","MAIDPRO OF NAPLES","136.00",
"Work Related","04/03/17","04/05/17","MAIDPRO OF NAPLES","136.00",
"Work Related","04/03/17","04/05/17","MAIDPRO OF NAPLES","136.00",
"Work Related","04/04/17","04/05/17","HOMEFINDER COM","39.00",
"Work Related","04/04/17","04/06/17","MAIDPRO OF NAPLES","136.00",
"Work Related","04/06/17","04/07/17","WOOTHEMES.COM","299.00",
"Work Related","04/05/17","04/07/17","MAIDPRO OF NAPLES","136.00",
"Work Related","04/06/17","04/09/17","MAIDPRO OF NAPLES","136.00",
"Work Related","04/07/17","04/10/17","TROPIC SUPPLY INC","44.52",
"Work Related","04/09/17","04/10/17","MHVILLAGE INC","1028.17",
"Work Related","04/10/17","04/12/17","TROPIC SUPPLY INC","36.89",
"Work Related","04/12/17","04/13/17","AMERICAN SNOWBIRD","175.00",
"Work Related","04/12/17","04/13/17","TU *TRANSUNION","29.95",
"Work Related","04/12/17","04/13/17","TU *TRANSUNION","9.95",
"Work Related","04/13/17","04/14/17","MAILCHIMP","10.00",
"Work Related","04/15/17","04/16/17","WOOTHEMES.COM","199.00",
"Work Related","04/15/17","04/16/17","PAYPAL *FACETWP","79.00",
"Work Related","04/14/17","04/16/17","WOOTHEMES.COM","49.00",
"Work Related","04/14/17","04/16/17","WHITEPAGES PREMIUM","19.95",
"Work Related","04/18/17","04/19/17","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","04/17/17","04/19/17","NICHE INVESTMENTS LLC","49.99",
"Work Related","04/20/17","04/21/17","BREEZE NEWSPAPERS","125.00",
"Work Related","04/24/17","04/26/17","MAIDPRO OF NAPLES","305.00",
"Work Related","04/24/17","04/26/17","MAIDPRO OF NAPLES","136.00",
"Work Related","04/26/17","04/27/17","WPMU DEV MONTHLY PLAN","49.00",
"Work Related","04/26/17","04/28/17","MAIDPRO OF NAPLES","136.00",
"Work Related","04/27/17","04/28/17","VISTAPR*VistaPrint.com","24.99",
"Work Related","04/29/17","04/30/17","PAYPAL *RENTALADS","49.00",
"Work Related","05/01/17","05/03/17","HULETT ENVIRONMENTAL SERV","99.00",
"Work Related","05/02/17","05/03/17","GOOGLE *SVCSAPPS_rdolc","25.66",
"Work Related","05/09/17","05/10/17","MHVILLAGE INC","744.57",
"Work Related","05/10/17","05/11/17","WICKED PLUGINS WICKED","49.00",
"Work Related","05/12/17","05/14/17","GOOGLE *Domains","12.00",
"Work Related","05/13/17","05/14/17","MAILCHIMP   *MONTHLY","10.00",
"Work Related","05/12/17","05/14/17","TU *TRANSUNION","9.95",
"Work Related","05/15/17","05/16/17","HOSTGATOR.COM","39.99",
"Work Related","05/15/17","05/16/17","HOSTGATOR.COM","39.99",
"Work Related","05/16/17","05/17/17","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","05/16/17","05/17/17","MOLLY MAIDS OF FT MYERS","140.00",
"Work Related","05/17/17","05/19/17","MY THRIFTY STORAGE","150.52",
"Work Related","05/17/17","05/19/17","MOJOMARKETPLACE.COM","149.00",
"Work Related","05/19/17","05/21/17","BREEZE NEWSPAPERS","125.00",
"Work Related","05/23/17","05/24/17","PAYPAL *ROONAS","139.00",
"Work Related","05/23/17","05/25/17","WP-JOB-MANAGER-CLAIM-L","29.00",
"Work Related","05/27/17","05/28/17","VISTAPR*VistaPrint.com","24.99",
"Work Related","05/26/17","05/28/17","WPMU DEV MONTHLY PLAN","49.00",
"Work Related","05/26/17","05/29/17","MAIDPRO OF NAPLES","136.00",
"Work Related","05/29/17","05/30/17","PAYPAL *RENTALADS","49.00",
"Work Related","05/30/17","05/31/17","MOLLY MAIDS OF FT MYERS","140.00",
"Recreation","12/31/15","01/01/16","Amazon.com","44.50",
"Recreation","01/03/16","01/03/16","Amazon.com","33.94",
"Recreation","01/02/16","01/03/16","AMAZON MKTPLACE PMTS","21.96",
"Recreation","01/01/16","01/03/16","AMAZON MKTPLACE PMTS","-16.21",
"Recreation","01/03/16","01/04/16","AMAZON MKTPLACE PMTS","12.66",
"Recreation","01/04/16","01/05/16","Amazon.com","8.34",
"Recreation","01/04/16","01/05/16","Amazon.com","8.34",
"Recreation","01/04/16","01/05/16","Amazon.com","8.34",
"Recreation","01/04/16","01/05/16","Amazon.com","360.39",
"Recreation","01/04/16","01/05/16","Amazon.com","8.34",
"Recreation","01/09/16","01/10/16","Amazon.com","50.00",
"Recreation","01/09/16","01/10/16","Amazon Video On Demand","6.65",
"Recreation","02/02/16","02/03/16","AGENTMARKETING.COM","10.00",
"Recreation","02/27/16","02/28/16","Amazon Services-Kindle","0.99",
"Recreation","02/28/16","02/29/16","Amazon Video On Demand","6.65",
"Recreation","03/02/16","03/02/16","Amazon Services-Kindle","11.99",
"Recreation","03/29/16","03/29/16","Kindle Unlimited","9.99",
"Recreation","04/10/16","04/10/16","Amazon Video On Demand","4.43",
"Recreation","04/24/16","04/25/16","PAYPAL *MASHEDPOTAT MAS","175.00",
"Recreation","04/25/16","04/26/16","AMAZON MKTPLACE PMTS","99.88",
"Recreation","04/26/16","04/28/16","PAYPAL *MASHEDPOTAT MAS","175.00",
"Recreation","04/29/16","04/29/16","Kindle Unlimited","9.99",
"Recreation","04/29/16","05/01/16","CBI*PARALLELS","49.99",
"Recreation","04/29/16","05/01/16","PAYPAL *VADIM","20.00",
"Recreation","04/30/16","05/01/16","CLICKONTYLER.COM","49.00",
"Recreation","05/01/16","05/02/16","HUDSON NEWS ST852 CNN","3.58",
"Recreation","05/02/16","05/03/16","AMAZON MKTPLACE PMTS","59.99",
"Recreation","05/07/16","05/08/16","AMAZON MKTPLACE PMTS","1.95",
"Recreation","05/06/16","05/08/16","AMAZON MKTPLACE PMTS","85.83",
"Recreation","05/06/16","05/08/16","AMAZON MKTPLACE PMTS","59.99",
"Recreation","05/13/16","05/15/16","Amazon.com","171.00",
"Recreation","05/19/16","05/20/16","PAYPAL *MASHEDPOTAT MAS","50.00",
"Recreation","05/28/16","05/29/16","Kindle Unlimited","9.99",
"Recreation","05/30/16","06/01/16","VOLO MUSEUM ENTERTA","22.00",
"Recreation","05/31/16","06/02/16","REGAL CINEMAS SHOWPLACE","19.69",
"Recreation","05/31/16","06/02/16","REGAL CINEMAS SHOWPLACE","19.17",
"Recreation","06/06/16","06/07/16","PAYPAL *MASHEDPOTAT MAS","50.00",
"Recreation","06/06/16","06/07/16","PAYPAL *MASHEDPOTAT MAS","50.00",
"Recreation","06/15/16","06/16/16","PAYPAL *MASHEDPOTAT MAS","250.00",
"Recreation","06/20/16","06/22/16","DEL TURA GOLF & COUNTRY C","26.99",
"Recreation","06/22/16","06/24/16","ADOBE *CAPTIVATE SUBS","29.99",
"Recreation","06/23/16","06/24/16","PAYPAL *MASHEDPOTAT MAS","450.00",
"Recreation","06/29/16","06/29/16","Kindle Unlimited","9.99",
"Recreation","07/04/16","07/05/16","CBI*PC/MACKEEPER","142.80",
"Recreation","07/06/16","07/07/16","PAYPAL *MASHEDPOTAT MAS","50.00",
"Recreation","07/10/16","07/11/16","PAYPAL *JUSTSAYGOLF","95.95",
"Recreation","07/11/16","07/12/16","CBI*PC/MACKEEPER","-142.80",
"Recreation","07/16/16","07/17/16","SQ *GREGORY MATURO","30.00",
"Recreation","07/17/16","07/18/16","SQ *GREGORY MATURO","30.00",
"Recreation","07/19/16","07/21/16","ZIGFIELD TROY GOLF","32.00",
"Recreation","07/19/16","07/21/16","OMNI AIPMARCHEBURETE R","62.06",
"Recreation","07/19/16","07/21/16","BASS PRO SHOPS","91.11",
"Recreation","07/20/16","07/22/16","ZIGFIELD TROY GOLF","30.00",
"Recreation","07/20/16","07/22/16","ZIGFIELD TROY GOLF","5.94",
"Recreation","07/20/16","07/22/16","LOST MOUNTAIN ADVENTURE","21.85",
"Recreation","07/20/16","07/22/16","ZIGFIELD TROY GOLF","18.40",
"Recreation","07/22/16","07/24/16","ADOBE *CAPTIVATE SUBS","29.99",
"Recreation","07/21/16","07/24/16","ZIGFIELD TROY GOLF","20.00",
"Recreation","07/28/16","07/29/16","Kindle Unlimited","9.99",
"Recreation","08/05/16","08/08/16","GOLF BALL NUT","91.16",
"Recreation","08/12/16","08/14/16","SQ *NEW WORLD DEFENSE AND","636.00",
"Recreation","08/13/16","08/15/16","AVNGATE*AVANGATE*BITDE","129.00",
"Recreation","08/22/16","08/24/16","ADOBE *CAPTIVATE SUBS","29.99",
"Recreation","08/26/16","08/26/16","AMAZON MKTPLACE PMTS","232.99",
"Recreation","08/25/16","08/26/16","AMAZON MKTPLACE PMTS","271.69",
"Recreation","08/28/16","08/29/16","Kindle Unlimited","9.99",
"Recreation","09/05/16","09/06/16","PAYPAL *MASHEDPOTAT","50.00",
"Recreation","09/06/16","09/07/16","THE GOLF GUYS","259.70",
"Recreation","09/07/16","09/09/16","HERITAGE PALMS GOLF AND C","39.75",
"Recreation","09/08/16","09/09/16","INSIGHTLY CRM","288.00",
"Recreation","09/17/16","09/18/16","ZAPIER.COM/CHARGE","20.00",
"Recreation","09/17/16","09/18/16","AGILECRM-8009800729","779.88",
"Recreation","09/19/16","09/20/16","Amazon.com","147.73",
"Recreation","09/19/16","09/20/16","AGILECRM-8009800729","776.18",
"Recreation","09/18/16","09/20/16","BARNES & NOBLE #2711","56.10",
"Recreation","09/18/16","09/20/16","BARNES & NOBLE #2283","12.72",
"Recreation","09/19/16","09/20/16","AMAZON MKTPLACE PMTS","215.55",
"Recreation","09/20/16","09/20/16","AMAZON MKTPLACE PMTS","14.62",
"Recreation","09/19/16","09/20/16","AMAZON MKTPLACE PMTS","41.66",
"Recreation","09/20/16","09/21/16","AMAZON MKTPLACE PMTS","36.94",
"Recreation","09/22/16","09/22/16","APL* ITUNES.COM/BILL","7.99",
"Recreation","09/20/16","09/22/16","GAMESTOP #3844","171.15",
"Recreation","09/23/16","09/23/16","Amazon.com","48.32",
"Recreation","09/22/16","09/25/16","ADOBE *CAPTIVATE SUBS","29.99",
"Recreation","09/23/16","09/25/16","Amazon.com","338.13",
"Recreation","09/23/16","09/25/16","Amazon.com","76.31",
"Recreation","09/27/16","09/27/16","AMAZON MKTPLACE PMTS","66.15",
"Recreation","09/29/16","09/29/16","Kindle Unlimited","9.99",
"Recreation","09/28/16","09/29/16","CLOUDHQ","118.00",
"Recreation","10/02/16","10/02/16","Amazon.com","35.48",
"Recreation","10/02/16","10/02/16","Amazon.com","26.49",
"Recreation","10/01/16","10/02/16","Amazon Digital Svcs","9.99",
"Recreation","10/01/16","10/03/16","BASS PRO SHOPS","45.59",
"Recreation","10/01/16","10/03/16","BASS PRO SHOPS","24.93",
"Recreation","10/03/16","10/03/16","Amazon Video On Demand","29.99",
"Recreation","10/03/16","10/03/16","Amazon Video On Demand","24.99",
"Recreation","10/02/16","10/03/16","APL* ITUNES.COM/BILL","0.99",
"Recreation","10/04/16","10/04/16","Amazon Video On Demand","8.99",
"Recreation","10/02/16","10/04/16","ZIGFIELD TROY GOLF","32.00",
"Recreation","10/04/16","10/05/16","APL* ITUNES.COM/BILL","2.99",
"Recreation","10/05/16","10/05/16","Amazon Video On Demand","6.65",
"Recreation","10/05/16","10/05/16","Amazon Video On Demand","2.21",
"Recreation","10/04/16","10/06/16","KAY OUTLET #4093","762.14",
"Recreation","10/06/16","10/06/16","Amazon Video On Demand","6.65",
"Recreation","10/07/16","10/07/16","Amazon Video On Demand","14.99",
"Recreation","10/07/16","10/07/16","Amazon Video On Demand","19.99",
"Recreation","10/07/16","10/07/16","Amazon Video On Demand","5.54",
"Recreation","10/06/16","10/07/16","Amazon Video On Demand","5.54",
"Recreation","10/10/16","10/11/16","Amazon Video On Demand","2.99",
"Recreation","10/10/16","10/11/16","APL* ITUNES.COM/BILL","14.99",
"Recreation","10/09/16","10/12/16","TINYPNGCOM","50.00",
"Recreation","10/12/16","10/12/16","Amazon.com","39.02",
"Recreation","10/14/16","10/16/16","APL* ITUNES.COM/BILL","1.99",
"Recreation","10/17/16","10/17/16","APL* ITUNES.COM/BILL","4.99",
"Recreation","10/16/16","10/18/16","OMNI AIPMARCHEBURETE R","44.40",
"Recreation","10/17/16","10/18/16","MLB.COM","9.99",
"Recreation","10/17/16","10/18/16","ZAPIER.COM/CHARGE","20.00",
"Recreation","10/18/16","10/19/16","Amazon Video On Demand","2.99",
"Recreation","10/18/16","10/19/16","Amazon Video On Demand","-2.99",
"Recreation","10/19/16","10/19/16","APL* ITUNES.COM/BILL","14.96",
"Recreation","10/18/16","10/19/16","Amazon Video On Demand","19.99",
"Recreation","10/19/16","10/20/16","AGILECRM-8009800729","15.00",
"Recreation","10/20/16","10/20/16","APL* ITUNES.COM/BILL","7.99",
"Recreation","10/20/16","10/21/16","PAYPAL *RKTGENIUS","149.00",
"Recreation","10/20/16","10/21/16","PAYPAL *RKTGENIUS","39.00",
"Recreation","10/19/16","10/21/16","2774 FYZICAL FITNESS","110.66",
"Recreation","10/20/16","10/21/16","Amazon Video On Demand","19.99",
"Recreation","10/21/16","10/23/16","AMC SARASOTA 12 #0293","12.50",
"Recreation","10/23/16","10/23/16","Amazon Video On Demand","6.65",
"Recreation","10/22/16","10/23/16","Amazon Video On Demand","4.43",
"Recreation","10/21/16","10/23/16","Amazon Video On Demand","4.43",
"Recreation","10/23/16","10/23/16","Amazon Video On Demand","5.54",
"Recreation","10/21/16","10/23/16","AMC SARASOTA 12 #0293","18.71",
"Recreation","10/22/16","10/24/16","ADOBE *CAPTIVATE SUBS","29.99",
"Recreation","10/26/16","10/26/16","Amazon Video On Demand","4.43",
"Recreation","10/25/16","10/26/16","Amazon Video On Demand","1.99",
"Recreation","10/24/16","10/26/16","REGAL CINEMAS BELTOWER 20","13.02",
"Recreation","10/27/16","10/27/16","Amazon Video On Demand","19.99",
"Recreation","10/28/16","10/28/16","APL* ITUNES.COM/BILL","13.99",
"Recreation","10/28/16","10/28/16","Amazon Video On Demand","7.99",
"Recreation","10/27/16","10/28/16","Amazon Video On Demand","4.43",
"Recreation","10/27/16","10/28/16","THE GOLF GUYS","429.29",
"Recreation","10/28/16","10/30/16","PAYPAL *MULLIGANSGO","160.00",
"Recreation","10/28/16","10/30/16","Amazon Video On Demand","4.43",
"Recreation","10/28/16","10/30/16","Amazon Digital Svcs","9.99",
"Recreation","10/31/16","11/01/16","Amazon Video On Demand","-6.65",
"Recreation","10/31/16","11/01/16","Amazon Video On Demand","5.54",
"Recreation","11/01/16","11/02/16","APL* ITUNES.COM/BILL","8.98",
"Recreation","10/31/16","11/02/16","SPIRIT HALLOWEEN 60760","183.32",
"Recreation","11/01/16","11/02/16","Amazon Digital Svcs","9.99",
"Recreation","11/02/16","11/02/16","Amazon Services-Kindle","7.99",
"Recreation","11/02/16","11/03/16","APL* ITUNES.COM/BILL","0.99",
"Recreation","11/03/16","11/03/16","Amazon.com","93.67",
"Recreation","11/01/16","11/03/16","2774 FYZICAL FITNESS","30.74",
"Recreation","11/01/16","11/04/16","TINYPNGCOM","17.14",
"Recreation","11/05/16","11/06/16","Amazon Video On Demand","44.99",
"Recreation","11/04/16","11/06/16","Amazon Video On Demand","5.54",
"Recreation","11/04/16","11/06/16","Amazon Video On Demand","1.99",
"Recreation","11/05/16","11/06/16","Amazon Video On Demand","12.99",
"Recreation","11/04/16","11/06/16","Amazon Video On Demand","6.65",
"Recreation","11/05/16","11/06/16","Amazon Video On Demand","12.99",
"Recreation","11/04/16","11/06/16","Amazon.com","117.21",
"Recreation","11/06/16","11/07/16","FS *www.squirrly.co","19.99",
"Recreation","11/08/16","11/08/16","Amazon Video On Demand","2.99",
"Recreation","11/08/16","11/08/16","Amazon Video On Demand","5.54",
"Recreation","11/09/16","11/10/16","Amazon Video On Demand","14.99",
"Recreation","11/11/16","11/13/16","PAYPAL *MASHEDPOTAT","50.00",
"Recreation","11/11/16","11/13/16","APL* ITUNES.COM/BILL","14.99",
"Recreation","11/11/16","11/14/16","GHM SARASOTA HERALDTRIB A","56.00",
"Recreation","11/17/16","11/17/16","APL* ITUNES.COM/BILL","4.99",
"Recreation","11/16/16","11/17/16","APL* ITUNES.COM/BILL","4.99",
"Recreation","11/17/16","11/18/16","ZAPIER.COM/CHARGE","20.00",
